주소,병원구분,병원구분2,응급의료기관코드,코드명,응급실운영여부,위도,경도
"서울특별시 중랑구 사가정로 401, 창대빌딩 5층 (면목동)",C,의원,G099,응급의료기관 이외,2,37.5808526185588,127.089460523711
"서울특별시 송파구 삼전로 99, 1층 (잠실동)",G,한의원,G099,응급의료기관 이외,2,37.507262646,127.0901321017
서울특별시 서초구 방배로 230-1 (방배동),C,의원,G099,응급의료기관 이외,2,37.493818939099576,126.99018652715344
"서울특별시 송파구 삼전로13길 22, 2층 1호 (잠실동)",G,한의원,G099,응급의료기관 이외,2,37.5077399626727,127.087907747569
"서울특별시 강동구 양재대로 1626, 2층 201호 (명일동)",C,의원,G099,응급의료기관 이외,2,37.5506474264789,127.144288436536
"서울특별시 강북구 도봉로 329, 5층 (수유동)",C,의원,G099,응급의료기관 이외,2,37.63755580370232,127.02471024656256
"서울특별시 동작구 상도로 247, 4층 (상도동)",C,의원,G099,응급의료기관 이외,2,37.50506472994345,126.94625618378076
"서울특별시 마포구 신촌로16길 4, 3층 (노고산동)",C,의원,G099,응급의료기관 이외,2,37.55547919090425,126.9348675421646
"서울특별시 서초구 서초대로 302, 502호 (서초동, 교대역인앤인오피스)",C,의원,G099,응급의료기관 이외,2,37.49370173496896,127.01467329737497
"서울특별시 강서구 마곡중앙5로 81, 에스비타운 4층 404,405,407호 (마곡동)",C,의원,G099,응급의료기관 이외,2,37.567117440500006,126.818595634
"서울특별시 구로구 구로동로 115, 청보빌딩 501호 (구로동)",C,의원,G099,응급의료기관 이외,2,37.48876971211375,126.88426333881104
"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 10층 (도곡동)",C,의원,G099,응급의료기관 이외,2,37.48496497372552,127.03475678137497
"서울특별시 마포구 마포대로 68, 5층 503호, 504호 (도화동, 마포아크로타워)",C,의원,G099,응급의료기관 이외,2,37.5413315500222,126.948961312534
"서울특별시 구로구 경인로 572, 스타팰리스 404호 (구로동)",G,한의원,G099,응급의료기관 이외,2,37.5033376426316,126.88110589342872
서울특별시 강동구 올림픽로 651,C,의원,G099,응급의료기관 이외,2,37.53976153296626,127.12332846094003
"서울특별시 서초구 방배로 111, 3층 (방배동)",C,의원,G099,응급의료기관 이외,2,37.4838996073,126.9956356775
"서울특별시 금천구 독산로 176, 3층 (독산동)",G,한의원,G099,응급의료기관 이외,2,37.46296819260159,126.90416091396257
"서울특별시 양천구 목동동로 268, 신한빌딩 5층 (목동)",C,의원,G099,응급의료기관 이외,2,37.52557968289906,126.87572188400408
"서울특별시 강서구 강서로 186, 2층 (화곡동)",C,의원,G099,응급의료기관 이외,2,37.5431110291516,126.839382716877
"서울특별시 마포구 양화로 59, 화승리버스텔 2층 (서교동)",C,의원,G099,응급의료기관 이외,2,37.5506586876484,126.914885960173
"서울특별시 송파구 송파대로 404-1, 2층 (송파동)",C,의원,G099,응급의료기관 이외,2,37.5034695162,127.1092315168
"서울특별시 관악구 신림로 350, 4층 404호 (신림동, 서원프라자, 태영아파트)",C,의원,G099,응급의료기관 이외,2,37.4855072234589,126.929948753311
"서울특별시 서초구 강남대로 48-6, 한석빌딩 6층 (양재동)",C,의원,G099,응급의료기관 이외,2,37.4691286913854,127.040032290814
"서울특별시 서초구 강남대로 349, 우남빌딩 9,11층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.4939081656,127.0288445572
"서울특별시 도봉구 노해로65길 11, 한성빌딩 3층 302호 (창동)",C,의원,G099,응급의료기관 이외,2,37.6518116535822,127.046193194873
서울특별시 도봉구 도봉로 479 (쌍문동),N,치과의원,G099,응급의료기관 이외,2,37.64861476224903,127.0343887295501
서울특별시 송파구 오금로 404 (가락동),N,치과의원,G099,응급의료기관 이외,2,37.497589369205684,127.13515195124884
"서울특별시 양천구 신월로 179, 4층 (신월동)",C,의원,G099,응급의료기관 이외,2,37.519162679955,126.842980438829
"서울특별시 양천구 목동중앙로 71, 2층 (목동, 하이파킹빌딩)",C,의원,G099,응급의료기관 이외,2,37.53602534911394,126.87019670484835
"서울특별시 동작구 사당로14길 13, 골든빌딩 2층 (사당동)",C,의원,G099,응급의료기관 이외,2,37.4834063046118,126.971970719133
서울특별시 동대문구 황물로 42  (답십리동),N,치과의원,G099,응급의료기관 이외,2,37.573267815526265,127.04632140452767
"서울특별시 은평구 연서로 146 (대조동, 3층)",C,의원,G099,응급의료기관 이외,2,37.6118272438,126.9177107362
"서울특별시 강남구 강남대로 242, 크리스탈빌딩 4층 (도곡동)",C,의원,G099,응급의료기관 이외,2,37.4853724258,127.0340830875
"서울특별시 서초구 강남대로 605, 5층 (잠원동, 휴먼타워)",C,의원,G099,응급의료기관 이외,2,37.5157505032,127.0191614073
"서울특별시 용산구 이촌로 224, 302호 (이촌동, 리버뷰맨션)",C,의원,G099,응급의료기관 이외,2,37.5201456061,126.9718783636
"서울특별시 강남구 테헤란로 333, 신도벤처타워 11층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.5046966146085,127.048013395254
"서울특별시 양천구 공항대로 552 (목동, 대우마이빌)",C,의원,G099,응급의료기관 이외,2,37.54952588821576,126.86693681740694
"서울특별시 노원구 한글비석로 254, 205호 (중계동, 대명플라자)",C,의원,G099,응급의료기관 이외,2,37.65045059585497,127.07711475213394
서울특별시 영등포구 국제금융로8길 11  (여의도동),N,치과의원,G099,응급의료기관 이외,2,37.52116647069611,126.92988909274752
"서울특별시 서초구 방배로36길 9, 에코빌 방배동 1,2층 (방배동)",N,치과의원,G099,응급의료기관 이외,2,37.4937526444108,126.990585734041
"서울특별시 강남구 선릉로 753, 정주빌딩 (논현동)",C,의원,G099,응급의료기관 이외,2,37.52189036157237,127.03929880888204
"서울특별시 동작구 상도로 346-1, 상가1동 205,206호 (상도동, 상도엠코타운 센트럴파크)",N,치과의원,G099,응급의료기관 이외,2,37.49698772933603,126.95175552585971
"서울특별시 강남구 선릉로 433, 세방빌딩 1층 (역삼동)",N,치과의원,G099,응급의료기관 이외,2,37.5037729841,127.0489159828
"서울특별시 강남구 도산대로45길 11, 주명빌딩 3층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.52305213493717,127.03523598976581
"서울특별시 노원구 동일로 1550, 고려프라자빌딩 4층 407호 (상계동)",N,치과의원,G099,응급의료기관 이외,2,37.66691008484581,127.05755072961015
"서울특별시 서초구 강남대로 437, 대원빌딩 302호 (서초동)",C,의원,G099,응급의료기관 이외,2,37.5013634093685,127.025511220431
서울특별시 강남구 테헤란로87길 13,C,의원,G099,응급의료기관 이외,2,37.508603668294874,127.05865153016485
"서울특별시 중랑구 망우로 353, C동 301호 (상봉동, 현대이노시티)",C,의원,G099,응급의료기관 이외,2,37.59833435139943,127.09162335169233
"서울특별시 강남구 언주로130길 10, 지하2층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.51480222202542,127.0363179853773
"서울특별시 마포구 마포대로 68, 7층 702호 (도화동, 마포아크로타워)",C,의원,G099,응급의료기관 이외,2,37.54133308089632,126.94895938790589
"서울특별시 서초구 강남대로 519, 도충빌딩 7층 (반포동)",C,의원,G099,응급의료기관 이외,2,37.5083318473802,127.022069064603
"서울특별시 중랑구 망우로 403, 삼부빌딩 5~7층 (망우동)",D,요양병원,G099,응급의료기관 이외,2,37.59942574791849,127.09689261019695
"서울특별시 강서구 공항대로 206, 나인스퀘어 4층 407,408,409(일부)호 (마곡동)",C,의원,G099,응급의료기관 이외,2,37.5588934901654,126.830272839065
"서울특별시 영등포구 선유로 63, EEU동신타워 6층 601호 (문래동6가)",C,의원,G099,응급의료기관 이외,2,37.5196525574619,126.889049579249
"서울특별시 마포구 양화로18길 3, 3층 (동교동, 삼양세븐스프링스)",C,의원,G099,응급의료기관 이외,2,37.5570298291,126.9245706303
"서울특별시 강남구 선릉로86길 17, 702호 (대치동, 선릉엠티빌딩)",C,의원,G099,응급의료기관 이외,2,37.5035666455,127.051064653
"서울특별시 종로구 새문안로 69, 구세군회관 706호 (신문로1가)",C,의원,G099,응급의료기관 이외,2,37.57040703060118,126.97224434334028
서울특별시 강남구 논현로 813,C,의원,G099,응급의료기관 이외,2,37.52117083566005,127.02786062049861
"서울특별시 마포구 신촌로4길 8, 2층 (동교동)",N,치과의원,G099,응급의료기관 이외,2,37.55771705612592,126.92854017858906
"서울특별시 강남구 학동로 165, 210호 (논현동, 마일스디오빌)",N,치과의원,G099,응급의료기관 이외,2,37.51381840871402,127.0291655826624
"서울특별시 관악구 낙성대로 30, 2,3층 (봉천동)",N,치과의원,G099,응급의료기관 이외,2,37.47576900096854,126.95878536295953
"서울특별시 성동구 고산자로 345, 고운타워 3층 304호 (마장동)",G,한의원,G099,응급의료기관 이외,2,37.5704764675,127.0373411274
"서울특별시 성동구 마장로 289, 3층 (마장동, 엠디빌딩)",C,의원,G099,응급의료기관 이외,2,37.56587994375295,127.04166265776757
"서울특별시 용산구 한강대로 69, 218-1호 (한강로2가, 용산푸르지오써밋)",G,한의원,G099,응급의료기관 이외,2,37.5270404595814,126.964892234354
"서울특별시 송파구 거마로 62, 효명빌딩 3층 302호 (마천동)",G,한의원,G099,응급의료기관 이외,2,37.4984181338934,127.147016756977
"서울특별시 송파구 거마로 61, 강동중앙의원 2층 (마천동)",C,의원,G099,응급의료기관 이외,2,37.4984748324042,127.14641603571
"서울특별시 송파구 마천로57길 4, 3층 (마천동)",N,치과의원,G099,응급의료기관 이외,2,37.494358333333331,127.152011111111108
"서울특별시 송파구 마천로41길 5, 자매빌딩 201호 (마천동)",C,의원,G099,응급의료기관 이외,2,37.4973321103558,127.148131799561
서울특별시 송파구 성내천로 260 (마천동),C,의원,G099,응급의료기관 이외,2,37.49740453054817,127.15399104138664
"서울특별시 송파구 마천로41길 14, 1~3층 (마천동)",G,한의원,G099,응급의료기관 이외,2,37.4969963713,127.1490822943
"서울특별시 송파구 거마로 62, 효명빌딩 (마천동)",N,치과의원,G099,응급의료기관 이외,2,37.4984189434,127.1470178894
"서울특별시 강남구 논현로 867, 한승빌딩 4층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.5261817663485,127.028189969547
"서울특별시 강남구 강남대로 480, 6층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.5052902844477,127.024555185432
서울특별시 노원구 덕릉로83길 20-4 3층,N,치과의원,G099,응급의료기관 이외,2,37.660301801683275,127.07451827668666
"서울특별시 마포구 백범로 178, 마포신영지웰 2층 B204(일부),205,206,207호 (공덕동)",C,의원,G099,응급의료기관 이외,2,37.5438815847,126.9500756304
"서울특별시 마포구 마포대로 92, 3, 5층 303, 503호 (도화동, 효성해링턴스퀘어)",C,의원,G099,응급의료기관 이외,2,37.542844159,126.951334598
"서울특별시 마포구 월드컵로 212 (성산동, 마포구보건소)",R,보건소,G099,응급의료기관 이외,2,37.56693851924408,126.9018692987165
"서울특별시 마포구 대흥로24길 24, 마포프레스티지자이 상가A동 2층 208~209호 (염리동)",C,의원,G099,응급의료기관 이외,2,37.5539739756082,126.947661522663
"서울특별시 마포구 월드컵로 74, 원천빌딩 5층 (서교동)",C,의원,G099,응급의료기관 이외,2,37.555782204515,126.910728577563
서울특별시 마포구 마포대로 33,N,치과의원,G099,응급의료기관 이외,2,37.54015710775699,126.94562584114591
"서울특별시 마포구 만리재로 15, 408호 (공덕동, 제일빌딩)",C,의원,G099,응급의료기관 이외,2,37.54458596341651,126.95281020482687
"서울특별시 마포구 마포대로 130, 3층 (공덕동, 동방빌딩)",G,한의원,G099,응급의료기관 이외,2,37.545973098690716,126.95298921209809
"서울특별시 마포구 마포대로 89, 서울마포우체국 3층 (도화동)",C,의원,G099,응급의료기관 이외,2,37.543239954384994,126.94979543415013
"서울특별시 마포구 망원로 76, 1,2층 (망원동)",G,한의원,G099,응급의료기관 이외,2,37.557297084546114,126.90533494690361
"서울특별시 마포구 월드컵로 74, 4층 (서교동, 원천빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.5557804024,126.9107284665
"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 지상3층 301호 (아현동)",C,의원,G099,응급의료기관 이외,2,37.55099812968,126.953625787034
"서울특별시 마포구 만리재로 15, 307호 (공덕동, 제일빌딩)",C,의원,G099,응급의료기관 이외,2,37.54458547189999,126.9527682959
"서울특별시 마포구 삼개로 24, A동 4층 (도화동, 용현빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.53808512419295,126.94724629176623
"서울특별시 마포구 성산로4길 33, 마포요양병원 지하1~5층 (성산동)",D,요양병원,G099,응급의료기관 이외,2,37.5640950697612,126.908724880466
"서울특별시 마포구 월드컵로 80, 7층 (서교동, 아침뜨락빌딩)",C,의원,G099,응급의료기관 이외,2,37.556201856243156,126.91044729110178
서울특별시 마포구 백범로37길 26 (신공덕동),C,의원,G099,응급의료기관 이외,2,37.54424033040001,126.9549230116
"서울특별시 마포구 월드컵로 74, 3층 (서교동, 원천빌딩)",C,의원,G099,응급의료기관 이외,2,37.55578040244273,126.91072846653842
"서울특별시 마포구 마포대로 68, 402~403호 (도화동, 마포아크로타워)",G,한의원,G099,응급의료기관 이외,2,37.54133308089632,126.94895938790589
"서울특별시 마포구 도화길 43, 나눔빌딩 305,306,307호 (도화동)",C,의원,G099,응급의료기관 이외,2,37.54181712413571,126.95046297409559
"서울특별시 마포구 월드컵로3길 14, 2층 214~216호 (합정동, 마포 한강 2차 푸르지오)",C,의원,G099,응급의료기관 이외,2,37.5510094108,126.9116485435
서울특별시 강북구 인수봉로55길 27 (수유동),G,한의원,G099,응급의료기관 이외,2,37.6366757816,127.0113432404
"서울특별시 종로구 종로 242, 2층 (종로5가)",G,한의원,G099,응급의료기관 이외,2,37.57077781,127.00459578
"서울특별시 송파구 백제고분로50길 7-7, 한우리빌딩 1,2층 (방이동)",G,한의원,G099,응급의료기관 이외,2,37.51481609994536,127.11560946631046
"서울특별시 마포구 마포대로24길 51, 2층 (아현동)",C,의원,G099,응급의료기관 이외,2,37.55177334831833,126.96195640092963
서울특별시 동대문구 천호대로27길 10 (용두동),G,한의원,G099,응급의료기관 이외,2,37.574635405097226,127.03751527160128
"서울특별시 성북구 화랑로 248, 4층 401~404호 (석관동, 장위뉴타워)",C,의원,G099,응급의료기관 이외,2,37.61040423583573,127.05690463531519
"서울특별시 강남구 테헤란로13길 10, 2층 (역삼동)",G,한의원,G099,응급의료기관 이외,2,37.500318758461326,127.03257447255952
서울특별시 종로구 율곡로30길 18 (종로6가),G,한의원,G099,응급의료기관 이외,2,37.57216162664774,127.00689606153063
"서울특별시 광진구 광나루로 614, 6.7.8층 (구의동)",C,의원,G099,응급의료기관 이외,2,37.540864320994054,127.09578040746845
"서울특별시 양천구 목동서로 35, 목동프라자 5층 502호 (목동)",C,의원,G099,응급의료기관 이외,2,37.5376380193,126.8821104851
"서울특별시 광진구 아차산로 532, 4층 (광장동)",C,의원,G099,응급의료기관 이외,2,37.542406551957555,127.10051213148205
"서울특별시 노원구 마들로 31, 204호 (월계동,그랑빌@제주상가동)",C,의원,G099,응급의료기관 이외,2,37.61567274366593,127.06801086256942
"서울특별시 금천구 시흥대로 426, 3층 (독산동, 영진빌딩)",C,의원,G099,응급의료기관 이외,2,37.471570163500004,126.8987734093
"서울특별시 송파구 올림픽로 119, 3층 3A10호, 3A10-1호 (잠실동, 파인애플상가)",C,의원,G099,응급의료기관 이외,2,37.51203365192579,127.08464157320682
"서울특별시 강서구 강서로 56, 5층 (화곡동)",C,의원,G099,응급의료기관 이외,2,37.532791666666668,126.846319444444447
"서울특별시 중구 다산로 137, 3층 (신당동)",C,의원,G099,응급의료기관 이외,2,37.5560478371,127.0116297877
"서울특별시 노원구 동일로 1417, 삼양빌딩 3층 (상계동)",C,의원,G099,응급의료기관 이외,2,37.655069979258194,127.05998033062788
"서울특별시 중구 퇴계로 447, 3층 314,315,316호 (황학동, 황학아크로타워)",C,의원,G099,응급의료기관 이외,2,37.56590813372989,127.02157404242152
"서울특별시 강서구 강서로 27, 화곡 심포니 타워 4,5층 402,502호 (화곡동)",C,의원,G099,응급의료기관 이외,2,37.5303651480517,126.847206208517
서울특별시 구로구 오리로 1141 (오류동),N,치과의원,G099,응급의료기관 이외,2,37.48597381257339,126.83883677376552
"서울특별시 금천구 금하로 630, 2층 (시흥동)",N,치과의원,G099,응급의료기관 이외,2,37.4546655836,126.9011334765
"서울특별시 서초구 반포대로 108, 3층 (서초동, 양원빌딩)",G,한의원,G099,응급의료기관 이외,2,37.4898099515,127.0090911703
"서울특별시 강남구 삼성로 155, 308호 (대치동,대치퍼스트)",C,의원,G099,응급의료기관 이외,2,37.493830555555554,127.062738888888887
"서울특별시 마포구 월드컵로14길 5, 6층 (서교동)",C,의원,G099,응급의료기관 이외,2,37.55601104938011,126.91072368506486
서울특별시 동대문구 한천로37길 19,I,기타,G099,응급의료기관 이외,2,37.5763201011,127.0665146913
서울특별시 강동구 양재대로 1655 (명일동),C,의원,G099,응급의료기관 이외,2,37.55338226650884,127.14392137919182
서울특별시 양천구 남부순환로 356,C,의원,G099,응급의료기관 이외,2,37.53525368204272,126.82833760205833
서울특별시 강서구 강서로 43-17 (화곡동),C,의원,G099,응급의료기관 이외,2,37.531106544380826,126.84669094344005
"서울특별시 강남구 광평로51길 8, 로얄프라자 306호 (수서동)",G,한의원,G099,응급의료기관 이외,2,37.4883710879941,127.1024885266129
"서울특별시 도봉구 도봉로 469, 2층 (쌍문동)",G,한의원,G099,응급의료기관 이외,2,37.647616670636474,127.03370383761955
"서울특별시 관악구 봉천로 576, 1층 106,108호 (봉천동, 동아타운아파트)",C,의원,G099,응급의료기관 이외,2,37.4769738774324,126.961320975076
"서울특별시 강서구 방화대로 294, 마곡더블유타워 5층 511호 (마곡동)",C,의원,G099,응급의료기관 이외,2,37.5669962165931,126.81705155434
"서울특별시 중구 동호로 189 (신당동, 톰캣프라자)",C,의원,G099,응급의료기관 이외,2,37.5548154026,127.0102217314
서울특별시 성북구 삼양로13길 45,C,의원,G099,응급의료기관 이외,2,37.61071986977911,127.0195157458534
"서울특별시 구로구 개봉로20길 6, 2층 (개봉동, 현대아파트1단지)",C,의원,G099,응급의료기관 이외,2,37.49314485075702,126.85798900229096
"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 310-311호 (명일동)",C,의원,G099,응급의료기관 이외,2,37.55073386558912,127.17142342873248
"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 316,317호 (상암동)",C,의원,G099,응급의료기관 이외,2,37.58010684988462,126.88898110243768
"서울특별시 중랑구 봉화산로 190, 505호 (신내동)",C,의원,G099,응급의료기관 이외,2,37.60626467167909,127.09416082402393
"서울특별시 중랑구 용마산로 503, 3층 (망우동)",C,의원,G099,응급의료기관 이외,2,37.596091482354566,127.09995362205747
"서울특별시 성북구 돌곶이로 75, 4층 (석관동)",C,의원,G099,응급의료기관 이외,2,37.610054424031176,127.05737100444318
서울특별시 동대문구 천호대로83길 44 (장안동),B,병원,G099,응급의료기관 이외,2,37.563883303203895,127.06554834167986
"서울특별시 은평구 서오릉로 134, 메디칼 2층 (대조동)",C,의원,G099,응급의료기관 이외,2,37.6110125848779,126.918121172871
"서울특별시 노원구 초안산로2라길 26, 상가동 201,202,203,205호 (월계동, 월계센트럴아이파크아파트)",C,의원,G099,응급의료기관 이외,2,37.6301558197951,127.056626959242
"서울특별시 강서구 화곡로 161, 대성빌딩 6층 6호 (화곡동)",G,한의원,G099,응급의료기관 이외,2,37.54183284589999,126.83916469809999
"서울특별시 강남구 삼성로 233, 신사빌딩 2층 (대치동)",C,의원,G099,응급의료기관 이외,2,37.49805503690625,127.0608994403609
"서울특별시 중구 서소문로 116, 유원빌딩 13층 1305, 1306, 1307, 1308호 (서소문동)",C,의원,G099,응급의료기관 이외,2,37.562691308626015,126.97405364830834
"서울특별시 강동구 올림픽로 775, 2층 (암사동)",G,한의원,G099,응급의료기관 이외,2,37.5503827721,127.1273159128
"서울특별시 송파구 올림픽로 119 (잠실동, 파인애플상가 4층 제B16호)",G,한의원,G099,응급의료기관 이외,2,37.5120856031269,127.08418842973086
"서울특별시 영등포구 당산로 223, 5~6층 (당산동5가)",G,한의원,G099,응급의료기관 이외,2,37.53373434670995,126.90116043687841
"서울특별시 은평구 연서로 295, 2층 (불광동, 연신빌딩)",G,한의원,G099,응급의료기관 이외,2,37.621981739921544,126.92644430656054
"서울특별시 동작구 동작대로 21, 양지빌딩 4층 (사당동)",G,한의원,G099,응급의료기관 이외,2,37.4784957592422,126.9813546259316
"서울특별시 광진구 아차산로 224, 2층 (자양동)",G,한의원,G099,응급의료기관 이외,2,37.54057125058706,127.06808061141334
"서울특별시 동대문구 답십리로 289, 2층 (장안동)",G,한의원,G099,응급의료기관 이외,2,37.5725252297,127.0724384249
"서울특별시 금천구 시흥대로 399, 시티렉스 401,412호 (독산동)",G,한의원,G099,응급의료기관 이외,2,37.46935935719999,126.89700386999999
"서울특별시 양천구 목동동로 427, 203,204호 (목동, 동호프라자)",G,한의원,G099,응급의료기관 이외,2,37.5370235608,126.8839534603
"서울특별시 구로구 경인로 661, 신도림1차푸르지오 205호 (신도림동)",G,한의원,G099,응급의료기관 이외,2,37.509301589115545,126.88782170208532
"서울특별시 강서구 강서로 177, 영빌딩 5층 501호 (화곡동)",C,의원,G099,응급의료기관 이외,2,37.5421919896216,126.83957016716201
"서울특별시 강동구 올림픽로 787 (암사동, 태성프라자)",C,의원,G099,응급의료기관 이외,2,37.55155586008313,127.12773891159969
"서울특별시 송파구 송파대로 422 (송파동, 안흥빌딩 2층 2호`)",C,의원,G099,응급의료기관 이외,2,37.50506651354008,127.10789097494307
"서울특별시 성북구 돌곶이로 174-1, 2,3층 (장위동)",C,의원,G099,응급의료기관 이외,2,37.616606538105,127.049970574608
"서울특별시 강동구 올림픽로 620, 예투빌딩 5층 (성내동)",C,의원,G099,응급의료기관 이외,2,37.5367821239,127.1231335734
"서울특별시 중랑구 망우로 214, 우도빌딩 2층 201호 (상봉동)",C,의원,G099,응급의료기관 이외,2,37.593749982829536,127.07663043499218
"서울특별시 금천구 독산로 136, 301호 (시흥동)",C,의원,G099,응급의료기관 이외,2,37.4595019717,126.905232307
"서울특별시 송파구 충민로2길 28, 307호 (장지동, 대진플라자 (2))",G,한의원,G099,응급의료기관 이외,2,37.47724247951082,127.12740540800888
"서울특별시 서초구 서초대로 356, 서초지웰타워 10층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.4954128323,127.0202418039
"서울특별시 중랑구 봉화산로 194, 신아타운 709호 (신내동)",C,의원,G099,응급의료기관 이외,2,37.606478782912745,127.09456303315734
"서울특별시 강북구 삼양로 497, 2,3층 (수유동, 씨엘빌딩)",C,의원,G099,응급의료기관 이외,2,37.64751609877935,127.01434541467471
"서울특별시 강남구 선릉로 324, SH타워 8층 (대치동)",C,의원,G099,응급의료기관 이외,2,37.4985303841214,127.052094163626
"서울특별시 구로구 중앙로 100, 2층 (고척동)",C,의원,G099,응급의료기관 이외,2,37.506353433,126.860612052
"서울특별시 노원구 노해로81길 5-6, 노원스퀘어 3층 (상계동)",C,의원,G099,응급의료기관 이외,2,37.6552060831882,127.062476980624
"서울특별시 강동구 양재대로 1365, 심포니타워 202, 203, 601호 (성내동)",G,한의원,G099,응급의료기관 이외,2,37.5280657478158,127.135874866354
"서울특별시 관악구 남부순환로 1942, 5층 (봉천동)",C,의원,G099,응급의료기관 이외,2,37.4763957089063,126.964508605527
"서울특별시 송파구 토성로 78, 204호 (풍납동, 정민빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.52803283372767,127.11840837946617
"서울특별시 강동구 양재대로 1579, 6층 (천호동, 한영빌딩)",G,한의원,G099,응급의료기관 이외,2,37.54656280203338,127.14283947274755
"서울특별시 은평구 서오릉로 134, 메디칼 4,5층 (대조동)",C,의원,G099,응급의료기관 이외,2,37.61099501518023,126.91812393108041
서울특별시 서초구 강남대로 605 (잠원동),C,의원,G099,응급의료기관 이외,2,37.51582412862721,127.01925766020662
"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 3A층 13호 (잠실동)",C,의원,G099,응급의료기관 이외,2,37.51213124849863,127.0842299720129
"서울특별시 강동구 올림픽로 664, 306호 (천호동, 대우 한강 베네시티)",C,의원,G099,응급의료기관 이외,2,37.540555377209,127.124975762766
"서울특별시 성북구 동소문로 34, 지상4,5층 (동소문동3가, 연진빌딩)",C,의원,G099,응급의료기관 이외,2,37.589760477962955,127.00971452565706
"서울특별시 송파구 백제고분로 377, 2층 (송파동)",G,한의원,G099,응급의료기관 이외,2,37.50583893539999,127.1075113498
서울특별시 중랑구 봉우재로 235 (망우동),C,의원,G099,응급의료기관 이외,2,37.595596633,127.0989485056
"서울특별시 중랑구 망우로 421, 3,4층 (망우동)",C,의원,G099,응급의료기관 이외,2,37.599809726034565,127.09887708134151
서울특별시 중랑구 봉우재로 225 (망우동),C,의원,G099,응급의료기관 이외,2,37.59534522918429,127.09789738455716
서울특별시 마포구 망원로8길 70 (망원동),G,한의원,G099,응급의료기관 이외,2,37.55458726407211,126.90580917035739
"서울특별시 강남구 일원로 28, 기호빌딩 (일원동)",G,한의원,G099,응급의료기관 이외,2,37.4911921646,127.0803339487
"서울특별시 송파구 석촌호수로 78, 15,16,17,24,25,26,27호 (잠실동, 1층)",G,한의원,G099,응급의료기관 이외,2,37.50932718920001,127.08604927999998
"서울특별시 양천구 오목로 22 (신월동, 뉴스타빌딩)",G,한의원,G099,응급의료기관 이외,2,37.52139259290214,126.84037600095806
"서울특별시 금천구 가산디지털1로 1, 더루벤스밸리 208호 (가산동)",C,의원,G099,응급의료기관 이외,2,37.4662797361,126.8871737232
"서울특별시 중랑구 공릉로 21, 2~3층 (묵동)",G,한의원,G099,응급의료기관 이외,2,37.6126860839128,127.077745312216
"서울특별시 관악구 호암로22길 60, 태양빌딩 3층 (신림동)",C,의원,G099,응급의료기관 이외,2,37.46854365447493,126.93616280226703
"서울특별시 관악구 남부순환로 1738, 제형빌딩 (봉천동)",C,의원,G099,응급의료기관 이외,2,37.481972206364794,126.94302105264366
"서울특별시 강남구 논현로171길 15, 카로시티1 301,302호 (신사동)",C,의원,G099,응급의료기관 이외,2,37.52549216691917,127.02714265098089
"서울특별시 강남구 압구정로 162, 지하1층 105호 (신사동, 베네하임시티)",N,치과의원,G099,응급의료기관 이외,2,37.5263086174,127.0274677997
"서울특별시 강남구 테헤란로 328, 동우빌딩 4층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.50370861665078,127.04768094121874
"서울특별시 영등포구 국제금융로 70, 214,215호 (여의도동)",C,의원,G099,응급의료기관 이외,2,37.521494531267926,126.93067880880889
"서울특별시 강서구 공항대로 164, 류마타워 4층 404,405호 (마곡동)",C,의원,G099,응급의료기관 이외,2,37.5593259702511,126.825514827621
"서울특별시 영등포구 여의나루로 61, 4층 (여의도동)",C,의원,G099,응급의료기관 이외,2,37.5232244200932,126.926015454826
"서울특별시 종로구 종로 33, 그랑서울 4층 (청진동)",C,의원,G099,응급의료기관 이외,2,37.57096024357674,126.98144024815856
"서울특별시 강남구 테헤란로 120, 상경빌딩 10,11층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.49858928828226,127.03085479145025
"서울특별시 용산구 한강대로 69, 상가동 3층 304-1,2호 (한강로2가, 용산푸르지오써밋)",C,의원,G099,응급의료기관 이외,2,37.5270404595814,126.964892234354
"서울특별시 강동구 천호대로 1099, 정산타워빌딩 4층 401호 (천호동)",C,의원,G099,응급의료기관 이외,2,37.5357610390815,127.1341185836
"서울특별시 성동구 고산자로 234, 7층 4호 (행당동)",N,치과의원,G099,응급의료기관 이외,2,37.56052650473421,127.03526721182687
"서울특별시 용산구 이태원로 156-1, 지하1,지상1,2층 (이태원동)",N,치과의원,G099,응급의료기관 이외,2,37.535628164824324,126.99949311756252
